,Title,Hymn
422,<title>OLORUN awa fe - Yoruba Baptist Hymns</title>,"<p>1. OLORUN awa fe,<br/>
Ile t’ ola Re wa;<br/>
Ayo ibugbe Re<br/>
Ju gbogbo ayo lo.</p> <p>2. Ile adura ni,<br/>
Fun awon omo Re<br/>
Jesu si wa nibe,<br/>
Lati gbo ebe won.</p> <p>3. Awa fe ase Re,<br/>
Ti nte okan l’ orun<br/>
Iwo l’ onje iye,<br/>
Ti onigbagbo nje.</p> <p>4. Awa fe oro Re,<br/>
Oro alafia<br/>
T’ itunu at ‘iye<br/>
Oro ayo titi.</p> <p>5. Awa fe orin Re,<br/>
Ti a nko l’ aiye yi;<br/>
Sugbon awa fe mo,<br/>
Orin ayo t’ orun.</p> <p>6. Jesu Oluwa wa,<br/>
Busi ‘fe wa nihin;<br/>
Mu wa de ‘nu ogo,<br/>
Lati yin O titi.</p> "
423,<title>AFRIK' 'le wara at' oyin - Yoruba Baptist Hymns</title>,"<p>1. AFRIK’ ‘le wara at’ oyin,<br/>
Ni orile aiye now si,<br/>
T’ Olorun fun ania dudu,<br/>
Fun ini re titi lailai.</p> <p>2. Ote owo-eru ‘gbani,<br/>
Ko f’ okan baba wa bale,<br/>
A ko won lo lairotele,<br/>
Nwon s’ eru, oju sip on won.</p> <p>3. Ose at’ ekun gb’ ile kan,<br/>
Gb’ oko, aya, baba, omo,<br/>
Fi tulasi, ‘daro, pinya,<br/>
At’ edun t’ enu ko le so.</p> <p>4. Sugbon b’ Olorun Olore<br/>
Ti ranti Isreal nigbani,<br/>
O s’ona igbala fun won,<br/>
Nwon d’ omnira, omo Kristi.</p> <p>5. Sibe opo gbagbe ‘le won,<br/>
Oluwa a mbe, se ‘ranwo,<br/>
Mu won pada si ile won;<br/>
Ka si le tubo ma yin O.</p> <p>6. Eko, ‘laju ‘gbagbo pipe,<br/>
Irepo at’ ife toto,<br/>
Rojo won lat’ odo Re wa,<br/>
S’ ori gbogbo ‘le Afrika.</p> <p>7. Oluwa Olodumare,<br/>
Je k’ ile wa wulo fun wa,<br/>
Gbati ‘se wa l’aiye ba pin,<br/>
Gba wa s’ orun alafia.</p> "
424,<title>FI ibukun Re tu wa ka - Yoruba Baptist Hymns</title>,"<p>1. FI ibukun Re tu wa ka,<br/>
Fi ayo kun okan wa;<br/>
K’ olukuluku mo ‘fe Re,<br/>
K’ a l’ ayo n’ nu ore Re,<br/>
Tu wa lara, tu wa lara<br/>
La aginju aiye ja.</p> <p>2. Ope at’ iyin l ‘a nfun O,<br/>
Fun ihinrere ayo;<br/>
Je ki eso igbala Re;<br/>
Po l’okan at’ iwa wa;<br/>
Ki oju Re, ki oju Re<br/>
Ma ba wa gbe titi lo.</p> <p>3. Nje, nigbat’a ba sip e wa<br/>
Lati f’ aiye yi sile,<br/>
K’ Angeli gbe wa lo s’ orun,<br/>
L’ ayo ni k’a jipe na;<br/>
K’ a si joba, k’ a si joba<br/>
Pelu Kristi titi lai.</p> "
425,"<title>NAIJIRIA, a ki o - Yoruba Baptist Hymns</title>","<p>1. NAIJIRIA, a ki o,<br/>
Orile wa owon<br/>
Eya, ede le yato<br/>
A duro ni ‘sokan,<br/>
Pelu ayo l’a o sin O<br/>
Ile t’a gbe bi wa.</p> <p>2. Asia wa yio j’ ami,<br/>
Pe eto lo njoba;<br/>
Nigba ‘lafia tab’ ogun<br/>
Eyi ni ere wa<br/>
Lati fi le omo lowo<br/>
Asia ‘lailabawon.</p> <p>3. Olorun gbogbo eda<br/>
Gbo adura wa yi<br/>
Je k’ a ni orile-ede<br/>
Nib’a ko re ni je<br/>
K’ alafia ati opo<br/>
Je ipin Naijiria.</p> "
426,<title>JESU a w' odo Re - Yoruba Baptist Hymns</title>,"<p>1. JESU a w’ odo Re<br/>
L’ ojo Re mimo yi;<br/>
To wa wa ba wa ti pejo,<br/>
Si ko wa fun ‘ra Re.</p> <p>2. Dari ese ji wa<br/>
Fun wa l’ Emi Mimo<br/>
Si ko wa ka lo aiye wa,<br/>
K’ a le ye ‘bugbe Re.</p> <p>3. F’ ife kun aiya wa<br/>
Bukun oluko wa;<br/>
K’ awa at’ awon le pade,<br/>
Niwaju Re l’ oke.</p> "
427,<title>OLORUN orile-ede - Yoruba Baptist Hymns</title>,"<p>1. OLORUN orile-ede,<br/>
Lat’ ibugbe Re l’ oke,<br/>
Gbo ebe awon enia Re,<br/>
K’ O dide si ‘gbala won.</p> <p>2. Bi ese t’ o b’ okan wa je,<br/>
Nf’ ohun rara ke f’ esan;<br/>
Iwo l’ anu t’ o ju be lo,<br/>
Eje Jesu le we won.</p> <p>3. Jek’ ife bo ‘rekoja wa,<br/>
K’ eje na fo ebi wa,<br/>
Gba enia Re l’ owo ise,<br/>
Ma je k’ ile Re baje.</p> <p>4. A pada pelu ironu,<br/>
A wole ni ese Re,<br/>
A ngbadura, a si nsofo,<br/>
Gbo ti wa, k’ O si gba wa.</p> "
428,<title>EYI l' ojo Oluwa da - Yoruba Baptist Hymns</title>,"<p>1. EYI l’ ojo Oluwa da,<br/>
O pe ‘gba na n Tire;<br/>
K’ orun ko yo, k’ aiye k’ o yo,<br/>
K’ iyin y’ ite na ka.</p> <p>2. Loni, O jinde n’nu oku,<br/>
Ijoba Satan’ tu;<br/>
‘Won mimo tan ‘segun Re ka,<br/>
Nwon ns’ oro ‘yanu Re.</p> <p>3. Hosanna si Oba t’ a yin,<br/>
S’ Omo mimo Dafid’<br/>
Oluwa, jo sokale wa<br/>
T’ Iwo t’ igbala Re.</p> <p>4. Abukun l’ Oluwa t’ O wa<br/>
N’ ise ore ofe;<br/>
T’ O wa l’ oruko Baba Re,<br/>
Lati gba ‘ran wa la.</p> <p>5. Hosanna li ohun goro<br/>
L’enia Re le wi;<br/>
Orun giga nib’ O joba.<br/>
O f’ iyin giga fun.</p> "
429,"<title>OLUWA, Iwo l' awa npe - Yoruba Baptist Hymns</title>","<p>1. OLUWA, Iwo l’ awa npe,<br/>
A kunle siwaju ‘te Re,<br/>
Nibo l’ alailera ‘ba lo,<br/>
‘Wo nikan ni nwon le kepe.</p> <p>2. Oluwa, awa yipada<br/>
S’ odo Re t’ a ti ko sile;<br/>
Jo, da ilu ese wa si,<br/>
At’ ile Re t’ O ko sihin.</p> <p>3. Or’-ofe Re lie be wa,<br/>
Eje Omo Re l’a mu wa,<br/>
Ileri Re ni k’ O ranti,<br/>
Gbogbo ‘wonyi ko ha to bi?</p> <p>4. Ebe nip’ or’-ofe wonyi,<br/>
Ti m’ opo ‘bukun sokale,<br/>
S’ ori ile t’ o kun f’ ese;<br/>
Jeki nwon le gba wa pelu.</p> "
430,<title>OJO 'mole l' eyi - Yoruba Baptist Hymns</title>,"<p>1. OJO ‘mole l’ eyi,<br/>
K’ imole wa l’oni;<br/>
‘Wo, Orun, ran s’ okunkun wa,<br/>
K’o si le oru lo.</p> <p>2. Ojo ‘simi l’eyi,<br/>
S’ agbara wa d’ otun;<br/>
S’ ori aibale aiya wa<br/>
Se ‘ri itura Re.</p> <p>3. Ojo alafia,<br/>
F’ alafia fun wa;<br/>
Da iyapa gbogbo duro,<br/>
Si mu ija kuro.</p> <p>4. Ojo adua ni<br/>
K’ aiye sunmo orun;<br/>
Gb’ okan wa s’ oke s’odo Re,<br/>
Si pade wa nhin.</p> <p>5. Oba ojo l’ eyi,<br/>
Fun wa ni isoji;<br/>
Ji oku okan wa s’ife,<br/>
‘Wo asegun iku.</p> "
431,"<title>ORISUN lai, t' ayo gbogbo - Yoruba Baptist Hymns</title>","<p>1. ORISUN lai, t’ ayo gbogbo,<br/>
Ki iyin Re gba enu wa,<br/>
Nigbat’ a wa sinu ‘le Re,<br/>
‘Wo-t’ ore Re buk’ odun wa.</p> <p>2. Bi aiye yi ti tobi to,<br/>
Owo Re l’ od’ opo re mu<br/>
‘Wo l’ o ko orun lati ran,<br/>
L’ o ko okunkun lati su.</p> <p>3. Itana yo li ase Re,<br/>
Ododo se ile l’ oso,<br/>
Orun si san l’ akoko re,<br/>
Lati m’ ohun ogbin dagba.</p> <p>4. L’ akoko ‘kore owo Re<br/>
Tu onje ka s’ ile gbogbo,<br/>
Otutu ko si n’ ipa kan<br/>
Nigbati itoju Re wa.</p> <p>5. Jek’ a f’ ayo sin Olorun,<br/>
L’ owuro ati l’ asale,<br/>
Orin ayo ye fun ojo,<br/>
Ose, osu ati odun.</p> "
432,"<title>OSE, ose rere - Yoruba Baptist Hymns</title>","<p>1. OSE, ose rere,<br/>
Iwo ojo ‘simi;<br/>
O ye k’ a fi ojo kan,<br/>
Fun Olorun rere;<br/>
B’ ojo mi tile m’ ekun wa,<br/>
Iwo n’ oju wa nu;<br/>
Iwo ti s’ ojo ayo,<br/>
Emi fe dide re.</p> <p>2. Ose, ose rere,<br/>
A k’yo sise loni;<br/>
A o f’ ise wa gbogbo<br/>
Fun aisimi ola,<br/>
Didan l’ oju re ma dan,<br/>
‘Wo arewa ojo;<br/>
Ojo mi nso ti lala,<br/>
Iwo nso t’ isimi.</p> <p>3. Ose, ose rere,<br/>
Ago tile nwipe,<br/>
F’ Eleda re l’ ojo kan,<br/>
T’ O fun O ni mefa;<br/>
A o f’ ise wa sile,<br/>
Lati lo sin nibe,<br/>
Awa ati ore wa,<br/>
Ao los’ ile adua.</p> <p>4. Ose, ose rere,<br/>
Wakati re wu mi;<br/>
Ojo orun n’ iwo se,<br/>
‘Wo apere orun,<br/>
Oluwa je ki njogun<br/>
‘Simi lehin iku,<br/>
Ki nle ma sin O titi,<br/>
Pelu enia Re.</p> "
433,<title>YIN Olorun Oba wa - Yoruba Baptist Hymns</title>,"<p>1. YIN Olorun Oba wa;<br/>
E gbe ohun iyin ga;<br/>
Anu Re o wa titi,<br/>
L’ ododo dajudaju.</p> <p>2. Yin Enit’ oda, orun<br/>
Ti o nran l’ojojumo;<br/>
Anu Re o wa titi,<br/>
L’ododo dajudaju.</p> <p>3. Ati osupa l’oru<br/>
Ti o ntan ‘mole jeje;<br/>
Anu Re o wa titi,<br/>
L’ododo dajudaju.</p> <p>4. Yin Enit’ o nm’ ojo ro,<br/>
T’ O nmu irugbin dagba;<br/>
Anu Re o wa titi,<br/>
L’ododo dajudaju.</p> <p>5. Enit’ O pase fun ‘le<br/>
Lati mu eso po si;<br/>
Anu Re o wa titi,<br/>
L’ododo dajudaju.</p> <p>6. Yin fun ikore oko,<br/>
O mu ki aka wa kun;<br/>
Anu Re o wa titi,<br/>
L’ododo dajudaju.</p> <p>Stanza 7 of Hymn 470</p> <p>Yin f’onje t’ o ju yi lo,<br/>
Eri ‘bukun ailopin;<br/>
Anu Re o wa titi,<br/>
L’ododo dajudaju.</p> <p>Stanza 8 of Hymn 470</p> <p>Ogo f’ Oba olore:<br/>
Ki gbogbo eda gberin:<br/>
Ogo fun Baba, Omo,<br/>
At’ Emi: Metalokan.</p> "
434,"<title>JESU, a fe pade - Yoruba Baptist Hymns</title>","<p>1. JESU, a fe pade,<br/>
L’ ojo Re mimo yi;<br/>
A si y’ ite Re ka,<br/>
L’ ojo Re mimo yi;<br/>
‘Wo Ore wa orun,<br/>
Adura w ambo wa,<br/>
Bojuwo emi wa<br/>
L’ ojo Re mimo yi.</p> <p>2. A ko gbodo lora,<br/>
L’ ojo Re mimo yi;<br/>
Li eru a kunle<br/>
L’ ojo Re mimo yi;<br/>
Ma taro ise wa,<br/>
K’ Iwo k’ o si ko wa,<br/>
K’ a sin O b’ o ti ye<br/>
L’ ojo Re mimo yi.</p> <p>3. A teti s’ oro Re,<br/>
L’ ojo Re mimo yi;<br/>
Bukun oro t’ a gbo,<br/>
L’ ojo Re mimo yi;<br/>
Ba wa lo ‘gbat’ a lo,<br/>
F’ ore igbala Re<br/>
Si aiya wa gbogbo,<br/>
L’ ojo Re mimo yi.</p> "
435,"<title>GB' ope mi, Oluwa - Yoruba Baptist Hymns</title>","<p>1. GB’ ope mi, Oluwa,<br/>
Lat’ okan l’ o ti wa,<br/>
Iwo t’ O gba die opo,<br/>
K’yo kegan ‘more mi.</p> <p>2. Tire ‘ eran gbogbo,<br/>
Ti nfo lori oke;<br/>
Gbogbo ‘sura t’ o wa l’ odo,<br/>
At’ oro ‘nu ile.</p> <p>3. Kini ‘ba damu Re?<br/>
Kil’ O fe ti ko si?<br/>
Apakan ohun t’ O fun mi<br/>
Ko mo mu wa fun O?</p> <p>4. Ohun idupe ko<br/>
L’ O fe, bi okan wa;<br/>
Ko s’ ohun t’ o te O lorun<br/>
Bi okan imore.</p> <p>5. Eyi ni mo mu wa, –<br/>
Okan t’ o kun fu je ‘fe,<br/>
O n’ iyi l’ oju Re j’ opo<br/>
Ore ode okan.</p> "
436,"<title>ABE, a fe ri o - Yoruba Baptist Hymns</title>","<p>1. ABE, a fe ri o,<br/>
Ojo ‘simi rere,<br/>
Gbogbo ose a ma wipe,<br/>
Iwo o ti pe to?</p> <p>2. O ko w ape Kristi<br/>
Jinde ninu oku;<br/>
Gbogbo ose a ma wipe,<br/>
Iwo o ti pe to?</p> <p>3. O so t’ ajinde wa<br/>
Gege bi ti Jesu;<br/>
Gbogbo ose a ma wipe,<br/>
Iwo o ti pe to?</p> <p>4. Iwo so t’ isimi,<br/>
T’ ilu alafia;<br/>
T’ ibukun enia mimo,<br/>
Iwo o ti pe to?</p> "
437,<title>A F' ope f' Olorun - Yoruba Baptist Hymns</title>,"<p>1. A F’ ope f’ Olorun<br/>
L’ okan ati ohun wa,<br/>
Eni s’ ohun ‘yanu,<br/>
Ninu Enit’ araiye nyo;<br/>
Gbat’ a wa l’ omowo<br/>
On na l’ o ntoju wa,<br/>
O si nf’ ebun ife<br/>
Se ‘to ju wa sibe.</p> <p>2. Oba Onibuore,<br/>
Ma fi wa sile lailai,<br/>
Ayo ti ko lopin<br/>
On ‘ bukun y’o je ti, wa,<br/>
Pa wa mo n’nu ore,<br/>
To wa gb’ a ba damu,<br/>
Yo wa ninu ibi,<br/>
L’ aiye ati l’ orun.</p> <p>3. K’ a f’ iyin ope<br/>
F’ Olorun Baba, Omo,<br/>
Ati Emi Mimo;<br/>
Ti o ga julo l’ orun,<br/>
Olorun kan lailai,<br/>
T’ aiye at’ orun mbo<br/>
Be l’ O wa d’ isiyi;<br/>
Beni y’o wa lailai.</p> "
438,<title>EMI wa ba w ape - Yoruba Baptist Hymns</title>,"<p>1. EMI wa ba w ape,<br/>
L’ ojo isimi yi;<br/>
Laisi Re awa ko le sin,<br/>
A ko le gb’ adura.</p> <p>2. Asan li orin wa,<br/>
Iwasu wa asan,<br/>
Ipejopo wa ko l’ ere<br/>
Afi b’ O pelu wa.</p> <p>3. Ojise Orun nla,<br/>
Tani mo je bi Re?<br/>
Tikalare wasu fun wa<br/>
Nipa iranse Re.</p> <p>4. Wa ko wa lati be,<br/>
L’ ohun t’ a ba toro;<br/>
Si mu ‘bere wa to Jesu<br/>
T’ a be l’oruko Re.</p> <p>5. Nipa ‘ranlowo Re<br/>
L’a n’ ireti anu,<br/>
Isin wa ko le sai l’ ere<br/>
B’ Iwo ba pelu wa.</p> "
439,<title>AWA nbebe fun 'le wa - Yoruba Baptist Hymns</title>,"<p>1. AWA nbebe fun ‘le wa,<br/>
Ki Afrika ko pe;<br/>
K’ Olorun Olodumare,<br/>
Fi alafia fun u.</p> <p>2. Ibukun f’ awon to fe,<br/>
Irora n’nu odi re,<br/>
At’ ayo f’ awon oba re,<br/>
At’ enia re gbogbo.</p> <p>3. Fun gbogb’ awon omo re,<br/>
T’o nja fun ire re,<br/>
L’ agbara, ogbon, suru,<br/>
K’ ise won ma jasan.</p> <p>4. Ki gbogbo omo Afrik,<br/>
F’ ohun kan ke pe O;<br/>
F’ omnira ‘le Baba won,<br/>
F’ alafia Iran won.</p> <p>5. Jehova Baba jowo,<br/>
Iwo l’ a gbekele’<br/>
F’ anu dahun adura wa,<br/>
Eleda gbogb’ aiye.</p> "
440,<title>GBOGB' ogun orun nro keke - Yoruba Baptist Hymns</title>,"<p>1. GBOGB’ ogun orun nro keke,<br/>
Angeli mu harpu won,<br/>
Awon mimo nt’ ohun won se<br/>
Lati josin t’ o l’ ogo;<br/>
Ojo ‘simi t’ Olorun de,<br/>
Ojo t’ o l’ ogo julo,<br/>
Orun kun fun iho ayo,<br/>
A! b’ isin won ti dun to.</p> <p>2. Jek’ a pelu awon t’ orun<br/>
Yin Olorun Oba wa;<br/>
Jek’ a pa ‘le okan wa mo,<br/>
K’ a f’ ohun mimo korin;<br/>
Apere ni ti wa le je<br/>
T’ isimi tin won loke,<br/>
Tit’ ao fi ri Oluwa<br/>
Ti a nsin l’ ojukoju.</p> <p>3. K’ o to d’ igba na, e jeki<br/>
A ma sin l’ ojo keje,<br/>
K’ a f’ aniyan wa s’ apakan,<br/>
K’ a pe sinu ile Re;<br/>
O ti pase k’ a ma se be,<br/>
Y’o bukun ipejo wa,<br/>
E jek’ a sin li aisare,<br/>
Ere re y’o je tiwa.</p> "
441,"<title>OLUWA wa, a nkorin ti - Yoruba Baptist Hymns</title>","<p>1. OLUWA wa, a nkorin ti<br/>
Owo nla t’ o mu wa duro;<br/>
Odun titun f’ anu Re han,<br/>
Jek’ anu pelu re d’ opin.</p> <p>2. L’ osan l’ oru, n’ ile, l’ ayo,<br/>
Oluwa wa l’ o ntoju wa;<br/>
O si nf’ opo onje bo wa,<br/>
O si nf’ liana Re to wa.</p> <p>3. A s’ ope fun ‘yi t’ o koja;<br/>
Eyiti mbo – awa ko mo;<br/>
A fi le iso Re l’ owo,<br/>
A si simi n’ iwaju Re.</p> <p>4. Ninu ire tabi ibi,<br/>
Ma j’ ayo at’ isimi wa;<br/>
Ao f’ ireti fa ore Re,<br/>
Ao yin won n’nu ayid’ aiye.</p> <p>5. Gba ‘ku ba f’ opin s’ orin wa,<br/>
T’ o si s’ ahon ese d’ odi;<br/>
Olorun ti a gbekele,<br/>
Yio m’ okan way o ni orun.</p> "
442,"<title>OLUWA, isimi Re dun - Yoruba Baptist Hymns</title>","<p>1. OLUWA, isimi Re dun;<br/>
Sugbon t’ oke ju ti aiye lo;<br/>
Sibe pelu ‘reti ayo<br/>
Li okan ongbe wa nsare.</p> <p>2. Ko si are, ko si ise,<br/>
Ese, iku ki y’o de ‘be<br/>
Ohun irora ki y’o dun,<br/>
Nibiti ahon aiku wa.</p> <p>3. Ko si idagiri ota;<br/>
Isimi laisi aniyan;<br/>
Oju ojo ko su nibe,<br/>
Osangangan aiyeraiye.</p> <p>4. Bere, ojo t’ a ti nreti,<br/>
Mo si aiye irora yi,<br/>
Ao f’ ayo rin l’ ona t’ a yan,<br/>
Ao si sun ninu Oluwa.</p> "
443,"<title>WA, jek' a tun pilese ajo wa - Yoruba Baptist Hymns</title>","<p>1. WA, jek’ a tun pilese ajo wa,<br/>
K’ a b’ odun yipo,<br/>
K’ a ma duro tit’ Oluwa yio fi de.</p> <p>2. Ife rere Re, jek’ a f’ ayo mu se,<br/>
K’ a malo ebun wa,<br/>
Nipa suru-ireti at’ ise-ife.</p> <p>3. Aiye wa b’ ala, igba wa b’ odo<br/>
Nsan jade Kankan,<br/>
Akoko ti nsare si ko lati duro.</p> <p>4. A tit a ‘fa na, igba si lo tan,<br/>
Odun Oluwa,<br/>
Si wa siwaju wa, aiyeraiye si de.</p> <p>5. Gbogbo wa ‘ba lw wi l’ ojo wiwa Krist’ pe<br/>
“Emi ti lo ‘pa mi,<br/>
Mo ti sise mi tan, t’ O fun mi lati se.”</p> <p>6. Gbogbo wa ‘ba le gbo l’ enu Oluwa wa,<br/>
“Iwo ti se rere!<br/>
Bo sinu ayo Mi, si joko l’or-ite.”</p> "
444,"<title>BABA, aniyan at' eru - Yoruba Baptist Hymns</title>","<p>1. BABA, aniyan at’ eru<br/>
Le su l’ ojo ola,<br/>
Sugbon ‘foya ko le wo ‘bi;<br/>
Tire l’ ojo oni.</p> <p>2. A k’y’o da okan si meji<br/>
Lati sin n’ ile Re;<br/>
Ki ero aimo k’ o fo lo,<br/>
K’ ile si je Tire.</p> <p>3. Sun l’ oni, aniyan okan,<br/>
Fun ohun ti aiye;<br/>
E ki y’o di oju ‘mole<br/>
T’ o ntan l’ oro oni.</p> <p>4. Aye mbe li ojo ola<br/>
Lati sa ipa nyin;<br/>
E k’yo ba ojo oni je,<br/>
Ojo ‘simi t’ okan.</p> "
445,"<title>AYIN O, Oluranwo wa - Yoruba Baptist Hymns</title>","<p>1. AYIN O, Oluranwo wa,<br/>
T’ife Re wa bakanna lai,<br/>
Owo ike en’t’ o bere,<br/>
Ti o si pari odun wa.</p> <p>2. Larin egbegberun ‘danwo,<br/>
A duro nipa ‘toju Re;<br/>
Nigbat’a si bojuw’ ehin,<br/>
A r’ opo ohun fun iyin.</p> <p>3. De ‘hin li apa Re sin wa,<br/>
De ‘hin l’ a rohin anu Re;<br/>
‘Gbati a nrin l’asale, yi,<br/>
Anu bere orin titun.</p> <p>4. Gb’ okan wa gunle Jordani,<br/>
Nwon o tun gbe opo kan ro,<br/>
Gba won ba si d’agbala Re,<br/>
Nwon o gb’ am’ ife ti ki ku.</p> "
446,<title>IMOLE ojo 'simi - Yoruba Baptist Hymns</title>,"<p>1. IMOLE ojo ‘simi<br/>
Je l’ o ku mo wa l’ oju,<br/>
B’ igbat’ orun iba wo,<br/>
Fun ajo onigbagbo.</p> <p>2. B’ imole ti nrekoja,<br/>
Oru t’ as obo aiye;<br/>
Gbogbo nkan dake roro,<br/>
N’ ipari ojo ‘simi.</p> <p>3. Alafia kun aiye;<br/>
Ti Olorun mimo ni, –<br/>
Apere t’ inu okan<br/>
Ti o bo lowo ese.</p> <p>4. Sibe Emi duro ti<br/>
Awon t’ o nsin l’ asale,<br/>
T’ o gbe okan nwon s’oke,<br/>
T’ o nsare si ebun na.</p> <p>5. Jesu je k’ isimi wa<br/>
Je ti ayo ninu Re,<br/>
Tit’ okan wa y’o simi,<br/>
Nibi ‘simi ailopin.</p> "
447,<title>OLUWA fi apa Re han - Yoruba Baptist Hymns</title>,"<p>1. OLUWA fi apa Re han,<br/>
Si jek’a r’ ogo Re,<br/>
Ki gbogbo wa ri ami Re,<br/>
K’ o m’ okan lile ro.</p> <p>2. K’ anu yow a ninu ebi,<br/>
Gbogb’ ese t’ a ati da,<br/>
Ki odun ti a bere yi,<br/>
Le pari pelu Re.</p> <p>3. Ran Emi Re lat’ oke wa,<br/>
K’ a le fe Ojulo,<br/>
K’elese ti ko n’ ife ri,<br/>
Le ko lati feni.</p> <p>4. Nigbat’ a ba de ‘waju Re,<br/>
N’ ile aiyeraiye,<br/>
Ki opo d’ ipo wa nihin,<br/>
Lati f’ iyin fun O.</p> "
448,<title>BO ti dun to l' oj' owo yi - Yoruba Baptist Hymns</title>,"<p>1. BO ti dun to l’ oj’ owo yi,<br/>
Ojo t’ o dara ju,<br/>
Ki a pa ‘ronu aiye<br/>
Ki a pa ‘ronu nkan t’ orun!</p> <p>2. B’ o ti dun to lati l’ aye<br/>
Bebe fun ‘dariji!<br/>
K’ a fi igboya omo pe<br/>
“Baba ti mbe l’ orun</p> <p>3. Lati gb’ or’ Alafia didun<br/>
Lat’ enu ranse Re;<br/>
Lati mu k’ a sokun ese,<br/>
K’ a ri ona orun.</p> <p>4. B’ o ba si je pe o ti wa<br/>
Lati le ese lo,<br/>
Enit’ O now inu okan,<br/>
Y’o ran or-ofe wa.</p> <p>5. Nje ma wole ojo owo,<br/>
Ojo t’ o dara ju,<br/>
T’ okan pe lati san eje<br/>
Im’ore fun orun.</p> "
449,<title>OJO ati akoko nlo - Yoruba Baptist Hymns</title>,"<p>1. OJO ati akoko nlo,<br/>
Nwon nsun wa s’ eti ‘boji;<br/>
Awa fere dubule na,<br/>
Ninu iho ‘busun wa.</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a ba O gbe,<br/>
K’ a ba O ku,<br/>
K’ a ba O joba titi lailai.</p> <p>2. Jesu, ‘Wo Olurapada,<br/>
Ji okan t’ o ku s’ ese:<br/>
Ji gbogbo okan ti ntogbe,<br/>
Lati yan ipa iye.</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a ba O gbe,<br/>
K’ a ba O ku,<br/>
K’ a ba O joba titi lailai.</p> <p>3. Bi akoko ti nsunmole,<br/>
Jek’ a ro ibit’ a nlo;<br/>
Bi lati r’ ayo ailopin,<br/>
Tabi egbe ailopin.</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a ba O gbe,<br/>
K’ a ba O ku,<br/>
K’ a ba O joba titi lailai.</p> <p>3. Aiye wan lo!<br/>
Iku de tan.<br/>
Jesu, so wa<br/>
Tit’ O fi de.</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a ba O gbe,<br/>
K’ a ba O ku,<br/>
K’ a ba O joba titi lailai.</p> <p>5. Aiye wa nkoja b’ ojiji,<br/>
O si nfo lo bi kuku;<br/>
Fun gbogbo odun t’ o koja,<br/>
Dariji wa, mu wag bon.</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a ba O gbe,<br/>
K’ a ba O ku,<br/>
K’ a ba O joba titi lailai.</p> <p>6. Ko wa lati ka ojo wa,<br/>
Lati ba ese wa je;<br/>
K’ a ma s’ are, k’ a ma togbe,<br/>
Tit’ a o fi ri ‘simi.</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a ba O gbe,<br/>
K’ a ba O ku,<br/>
K’ a ba O joba titi lailai.</p> <p>7. Gbogbo wa fere duro na,<br/>
Niwaju ite ‘dajo;<br/>
Jesu, ‘Wo t’ O segun iku,<br/>
Fi wa s’ apa otun Re.</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a ba O gbe,<br/>
K’ a ba O ku,<br/>
K’ a ba O joba titi lailai.</p> <p>8. Aiye wa nlo<br/>
Iku de tan.<br/>
Olugbala!<br/>
Jo pa wa mo.</p> <p style=""padding-left: 40px;"">Refrain<br/>
K’ a ba O gbe,<br/>
K’ a ba O ku,<br/>
K’ a ba O joba titi lailai.</p> "
450,<title>OJO 'simi at' ayo - Yoruba Baptist Hymns</title>,"<p>1. OJO ‘simi at’ ayo<br/>
Ojo inu didun,<br/>
Etutu fun wahala,<br/>
T’ o dara, t’ o si ndan!<br/>
L’ ori re, awon ‘lola<br/>
At’ otosi nkorin,<br/>
Pe, “Mimo, mimo, mimo,”<br/>
S’ Eni Metalokan.</p> <p>2. L’ ori re ni did’ aiye<br/>
N’ imole ko ran si,<br/>
L’ ori re fun ‘gbala wa,<br/>
Jesu nde labe ‘le;<br/>
Ati nigbat’ O segun<br/>
O ran Emi wa ‘le,<br/>
Be l’ a rip e l’ ori re,<br/>
N’ imole mata se.</p> <p>3. Loni fun gbogb’ alare,<br/>
Manna nwo lat’ orun;<br/>
Fere fadaka si npe,<br/>
Fun ipejo mimo;<br/>
Nibiti ihinrere<br/>
Gbe ntan ‘mole ogo,<br/>
At’ ibit’ omi iye<br/>
Gbe nsan omi tutu.</p> "
